path,prediction,ground_truth
C31_657.wav,t͡ɕ3uː3 saŋ3 ja23 ʔaː3 wa3 hatŋ5 n51,tɕʰy51 njɛn35 pa55 ɥe51 pa55 ʐʐ̩51 i51 tɕʰyn35 ʈʂʰu55 ʈʂʊŋ55 ɕɥe35 ʂəŋ55 tsai̯51 kai̯55 ʈʂou̯55 həŋ55 tɤ35 sən55 ɕjɛn51 jou̯35 wan35 ʂʐ̩35 ʈʂwa55 ʈʂu51 aɚ̯51 ʂʐ̩35 aɚ̯51 ʈʂʐ̩214 tɕʰiŋ55 wa55 tɕʰi35 ʈʂʊŋ55 ʂʐ̩35 i51 ʈʂʐ̩55 hou̯51 tʰwei̯214 jɛn35 ʈʂʊŋ51 tɕi55 ɕiŋ35
A6_60.wav,tɔː3 luː3 phɔː3 hɔː3 kɔ3 tɤa3 baʔ21,tou̯51 fu0 nau̯214 pʰin214 ʈʂʰaŋ35 kwo51 lɤ0 na51 faŋ55 faŋ55 ʈʂəŋ51 ʈʂəŋ51 pai̯35 pai̯35 nən51 nən51 tɤ0 tou̯51 fu0 kʰwai̯51 aɚ̯0 ʈʂʰʐ̩55 kwo51 hou̯51 man35 kʰou̯214 y35 ɕjaŋ55
D13_782.wav,siː3 raː3 paː3 waː 3 na5 aː51,tɕʰi55 wo214 kwo35 pʰei̯35 y51 ʈʂʰu55 ʂou̯214 ʈʂu55 kʰaŋ51 piŋ51 tu35 ʈʂwan214 tɕi55 in55 ɕjau̯214 mai̯51 wei̯35 ɕjau̯214 mai̯51 kʰaŋ51 piŋ51 y51 ʈʂʊŋ214 tjɛn51 tiŋ51 lɤ0 tɕjɛn55 ʂʐ̩35 tɕi55 ʈʂʰu214
C4_531.wav,t͡ɕuː 3 luː3 3 ha 3 toːzsɛoðə ʰ ɪ n1,ɕje51 ɥe51 ɤ35 ta51 ʂʐ̩214 tɕʰiŋ214 ɕje51 ɕin55 la55 na51 lje51 hɤ35 hʊŋ35 sən55 ʈʂwan214 ta35 ʈʂʊŋ55 kwo35 ʈʂəŋ51 fu214 hɤ35 ʐən35 min35 twei̯51 ɕi55 ha55 nu214 kʰɤ51 kwo35 waŋ35 tɤ0 ʂən55 tɕʰje51 ɕje51 i51
A7_20.wav,wa ː3 saː1 1 saː3 sa43 ta43 t3 ː51,wa35 wa0 y35 tɤ0 ʂəŋ55 hwo35 ɕi35 ɕiŋ51 tʰɤ51 ʂu55 pu35 i51 ʐən35 kʊŋ55 wei̯51 jaŋ214 ʐan35 aɚ̯35 jou̯35 kʰɤ51 tɕʰɥe51 pu51 ʈʂʐ̩55 ʈʂɤ51 ɕje55 ʈʂʐ̩214 tʰu35 ɕi55 tɕʰi35 hau̯214 wan35 swei̯35 i51 pu214 ʈʂwo55
A23_65.wav,tiː3 puː3 waː3 kaː3 wː3 piː3,ɕin55 hwa35 ʂɤ51 nan35 niŋ35 i55 ɥe51 aɚ̯51 ʂʐ̩35 ljou̯51 ʐʐ̩51 tjɛn51 tʰje214 tau̯51 yn51 iŋ35 tsʰai̯35 u51 kʰwai̯51 tɕi0 tʰʊŋ55 jʊŋ51 ʐwan214 tɕjɛn51 ɕi51 lje51 tsai̯51 ljou̯214 ʈʂou̯55 tʰje214 lu51 tɕy35 jɛn35 ʈʂʐ̩51 ʈʂʰəŋ35 kʊŋ55
A4_69.wav,biː3 thaː3 taː3 wɤː ɛ ɛ51,ʈʂɤ51 ʈʂʊŋ214 tjɛn51 ʐɤ51 pei̯55 kʰɤ35 i214 pi51 jʊŋ51 je214 kʰɤ35 i214 li51 jʊŋ51 pu35 pʰa51 jau̯35 hwaŋ51 tjɛn55 pwo214 kai̯51 kʰou̯214 jou̯214 mi51 fəŋ55 tɕʰɥɛn55 kai̯51 ʂaŋ0 jou̯214 fəŋ55 miŋ35 ʈʂwaŋ55 ʈʂʐ̩51
A13_139.wav,ʔaː3 3 aw3 3 tɔː5 tu w 1 51,tʰa55 ʐən51 wei̯35 sz̩55 ʈʂʰou̯35 ʈʂʐ̩55 lu51 ʂaŋ51 tɤ0 min35 kɤ55 hən214 jou̯214 tʰɤ51 sɤ51 in55 wei̯51 tɤ0 li214 wei̯51 ʈʂʐ̩0 həŋ35 kʰwa51 ou̯55 ja51 ta51 lu51 ʂʐ̩51 tɕi35 tʰɤ51 ʂu55 tɤ0 kʰwa51 kwo35 tɕi35 min35 kɤ55
A22_3.wav,kaːluː3 whaː14 laː5 thɔː5 thaː14,tsʰai̯51 tswo51 hau̯214 lɤ0 i51 wan214 tɕʰiŋ55 ʈʂəŋ55 u214 ʈʂʰaŋ55 y35 i51 wan214 fan55 tɕʰje35 ʈʂʰau̯214 tɕi55 tan51 i51 wan214 ʈʂa51 tsʰai̯51 kan55 tsz̩214 ʈʂʰau̯214 ʐou̯51 sz̩55
C18_530.wav,pɔːu5 saː3 aː w5 ʔɤː51,tʰa55 tɤ0 ʂʐ̩35 ʈʂwaŋ55 ʂɤ51 tɕi0 tɕi51 jou̯214 ʐʊŋ35 ʐu51 tɕʰjɛn35 wei̯51 i51 ʂʐ̩0 tɤ0 ɕjɛn55 fəŋ55 pʰai̯51 tswo51 pʰin214 jou̯51 jou̯214 tɕjaŋ55 i51 ʂu51 ɕiŋ51 y214 ʂʐ̩35 jʊŋ51 ɕiŋ51 wan35 mei̯214 tɕje35 hɤ35 tɤ0 tɕja55 tswo51
C4_513.wav,miː3 k13 waː ta 51,ti51 i55 pʰi55 ʂou̯55 tɕi35 tɤ0 jou̯214 ɕjaŋ214 y51 ʂəŋ214 kaŋ214 au̯51 hɤ35 tʊŋ55 nan35 ja51 tɤ0 ou̯55 jaŋ35 ʂan55 ʈʂʰən35 tsʰan35 yn35 tɕʰin35 mu51 tu51 ai̯55 hwaŋ35 tɕʰjou̯55 yn35 təŋ214 u214 ʐən35
B8_406.wav,haː3uː3 thaː3 thɔː3 hɔ3 a tŋ3 ɛ14,wan51 ɕjɛn51 ʂʐ̩51 tɤ0 mau̯35 tɕin55 ʈʂʰwaŋ35 tan55 ʈʂʰaŋ214 la55 sz̩55 ʈʂʐ̩51 tiŋ55 ʈʂʰaŋ214 ʐʐ̩51 hwa51 ʈʂʰaŋ214 təŋ214 aɚ̯51 ʂʐ̩35 sz̩51 tɕja55 tɕʰi214 je51 i214 ɕjɛn55 hou̯51 wan35 ʈʂʰəŋ35 lɤ0 pan55 tɕʰjɛn55
C22_713.wav,t͡ɕː3 saː3 kɔː1 tɔː51,ʈʂɤ51 li214 ʂəŋ51 ʈʂʰan214 tɤ0 ljɛn35 ou̯214 ʂəŋ55 ʂʐ̩35 tʰjɛn35 ʈʂʰau̯214 ʂʐ̩35 tsʰwei̯51 twən51 ʂʐ̩35 fən214 tʰʊŋ214 tsʰu55 pʰi35 pau̯35 tɕje35 ʈʂʰaŋ35 ʐou̯51 nən51 wei̯51 ɕjɛn55 iŋ35 jaŋ214 fəŋ55 fu51
C32_685.wav,puː3 phɔː3 sa43 saː 1 woː51,pu51 fən55 pje35 hɤ35 swan51 hwo51 ʈʂɤ214 pu51 nəŋ35 ʈʂwən214 tɕʰɥe51 hɤ35 swan51 tɤ0 tɕʰi35 fei̯55 iŋ55 ʂwei̯51 lau̯35 u51 iŋ55 y214 hwo51 u51 hwo51 iŋ55 ʂwei̯51 lau̯35 u51 i35 piŋ51 ʈʂəŋ55 ʂou̯55 tsəŋ55 ʈʂʐ̩35 ʂwei̯51
C13_605.wav,puluːz twhɔː khɪː 3 bɔː ɤ3 buːiŋz ŋz fə ɤːo on1,ʈʂɤ51 ʂʐ̩51 tɕʰɥɛn35 ʂəŋ214 kɤ51 tɕi35 nʊŋ35 tsz̩55 kʊŋ55 sz̩55 ʈʂwan55 mən35 ɕja51 pʰai̯51 tɤ0 ʈʂʐ̩55 nʊŋ35 sʊŋ51 fei̯35 ʈʂʰɤ55 sʊŋ51 hwo51 ɕja51 ɕjaŋ55 paŋ55 ʈʂu51 nʊŋ35 min35 ʈʂʰu214 pei̯51 ʈʂʰwən55 kəŋ55 jʊŋ51 fei̯35
A2_243.wav,juː3 sɔʔ1 saː3 taː3 taː3 te51,jou̯214 san55 pai̯214 u214 ʂʐ̩35 san55 hu51 ʐən35 tɕja0 tsai̯51 aɚ̯35 hai̯214 waŋ214 ɕjaŋ55 jaŋ214 y35 pa55 ʂʐ̩0 u214 mu214 ʈʂʰan214 y35 sz̩51 pai̯214 two55 twən55 pʰiŋ35 tɕyn55 mu35 ʈʂʰan214 ta35 tau̯51 u214 tɕʰjɛn55 sz̩51 pai̯35 u214 ʂʐ̩35 kʊŋ55 tɕin55
A34_245.wav,p͡ɕɛː3 tɛː sː34 laːi43 ʔɔː3 ɔ3 wi n51,ʈʂən55 ʂʐ̩51 tsʰʊŋ55 miŋ35 fan214 pei̯51 tsʰʊŋ55 miŋ35 u51 ʈʂʰaŋ35 ʈʂaŋ214 təŋ214 ʐən35 in55 fan51 jou̯214 pau̯55 pi51 tswei̯51 tʰʊŋ35 tɕʰje51 tsei̯35 i51 tɕʰi214 pei̯51 kwan55 tɕin51 lɤ0 pan55 faŋ35
C21_665.wav,k͡ː3 luː3 waː51,tsʰz̩214 wai̯51 tɕje51 jɛn55 kwaŋ214 kau̯51 y51 faŋ35 ai̯51 tsz̩55 piŋ51 kwaŋ214 kau̯51 tɕin51 ʈʂʐ̩214 tɕjou̯214 hou̯51 kʰai̯55 ʈʂʰɤ55 kwaŋ214 kau̯51 təŋ214 je214 ʈʂʰaŋ35 tʰu55 ʈʂʰu55 yn51 jʊŋ51 sz̩214 waŋ35 təŋ214 kʰʊŋ214 tɕy51 tɕiŋ51 tʰou̯35
D32_892.wav,kaː3 lː3 taː3 lɔː51,hau̯214 ʐʊŋ35 i51 pʰan51 lai̯35 i55 wei̯51 waŋ51 waŋ0 ʈʂɤ51 i35 pʰjɛn51 hwaŋ55 u35 jou̯51 njou̯214 ʂən55 aɚ̯35 tɕʰy51
B4_426.wav,kaː3ɛː3 thaː3nː3w3 waː3 bha23 thaː3,tsai̯51 kwo35 wai̯51 waŋ35 kwan214 i51 pan55 wan214 y35 iŋ51 tɕjɛn51 ljaŋ214 njɛn35 tswo214 jou̯51 tsʰai̯35 nəŋ35 wan35 ʈʂʰəŋ35 aɚ̯35 tɕʰje214 ɕy55 jau̯51 tʰou̯35 ʐu51 ʂu51 pai̯214 ʐən35
D13_965.wav,t͡ɕː3 luː3 kaː3 ɔː3 khɔɛ3 khɔɛ51,jou̯35 y35 y214 ʈʂou̯51 kʰʊŋ55 tɕjɛn55 hwan35 tɕiŋ51 ɕjɛn214 ɤ51 in55 tsʰz̩214 fan214 hwei̯35 tsʰaŋ55 tou̯55 tswo51 ʈʂʰəŋ35 mi51 fəŋ55 ʂʐ̩51 ʂʐ̩214 ʈʂʰəŋ35 ɥɛn35 y214 y214 ʈʂou̯51 kʰʊŋ55 tɕjɛn55 hwan35 tɕiŋ51 wan35 tɕʰɥɛn35 kɤ35 tɕɥe35
A22_54.wav,sɔa3 saː1 ʔaː3 a3 ʔaː3 keː51,ʈʂɤ51 ʈʂʊŋ214 wei̯214 haŋ35 pʰai̯35 tjɛn51 tsz̩214 mje51 wən35 iŋ35 təŋ55 tsʰai̯214 jʊŋ51 mou̯35 ʈʂʊŋ214 kwaŋ55 pʰu214 nəŋ35 tɤ0 kwaŋ55 ɕjau̯51 iŋ51 jou̯51 ʂa55 wən35 iŋ35 hɤ35 fei̯55 ʈʂʰʊŋ35 twei̯51 ʐən35 tʰi214 u35 hai̯51
D21_794.wav,kuː3 huː3 a45 taː3 nː54,ʈʂʰu35 ʈʂʊŋ55 wən35 wai̯51 hai̯35 tɕjaŋ55 ʈʂʐ̩51 tswo51 iŋ55 ʐʐ̩51 təŋ214 wai̯51 wən35 pan214 ʐwan214 pʰan35 i214 faŋ55 pjɛn51 hai̯214 wai̯51 jʊŋ51 hu51
A6_12.wav,wɔː3 shaː3 taː3 ta5 51,wo51 lwo35 niŋ35 ʐən51 wei̯35 je51 li51 tɕʰin55 tɤ0 miŋ51 liŋ51 tɕi51 wei̯35 fan214 lɤ0 ɤ35 ljɛn35 paŋ55 ɕjɛn51 fa214 je214 wei̯35 fan214 lɤ0 ɤ35 ljɛn35 paŋ55 kɤ51 kʊŋ51 hɤ35 kwo35 ɕjɛn51 fa214
D13_947.wav,diː3l aː3 laː3 t351,ny214 twei̯51 ɥɛn35 jou̯214 mwo51 hwei̯51 lan35 tɕi35 li51 ja214 kʰwei̯35 ɥɛn35 ɥɛn35 ljou̯35 ɕɥɛn35 mau̯35 jɛn51 liŋ35 tɕʰjau̯35 ja51 pi51 wən35 tɕiŋ51 hɤ35 je51 lin35 lin35
A23_33.wav,t͡ɕuː3 waː45w3 kaː3 tː51,y214 waŋ35 wei̯214 sz̩51 pʰiŋ35 ʂʐ̩51 hwo51 ʈʂʰɤ55 sz̩55 tɕi55 tu51 ta51 pʰiŋ35 ɥe51 y51 tɕje35 ʈʂwaŋ55 ɕje51 kʊŋ55 ljou̯35 ʈʂʰwən55 ʂan55 i51 tʰʊŋ35 ʈʂwei̯55 kan214 tʰau̯35 pʰau̯214 tɤ0 an51 fan51
C22_642.wav,s͡ɕ paː3 pa3 saː 51,twei̯51 y35 jou̯214 ʂəŋ55 miŋ51 tɤ0 u51 tʰi214 ʂʐ̩51 tɕʰjɛn55 ʈʂən55 wan51 tɕʰɥe51 tɤ0 tau̯51 li214 twei̯51 y35 ʐən35 tɤ0 sz̩55 ɕjaŋ214 tɕi55 hu55 tʰʊŋ35 jaŋ51 ʐu35 tsʰz̩214 in55 wei̯51 sz̩55 ɕjaŋ214 je214 tɕy51 jou̯214 ʂəŋ55 miŋ51
A22_105.wav,kaːluː3 haː3 thuː3 saː3 hŋɤ51,tan55 wei̯51 pu35 ʂʐ̩51 wo214 lau̯214 tje55 kʰai̯55 tɤ0 pʰiŋ35 ʂən35 mɤ0 jau̯51 i55 tsʰz̩51 aɚ̯51 tsʰz̩51 ʈʂau̯51 ku0 wo214 wo214 pu51 nəŋ35 pa214 tsz̩51 tɕi214 tɤ0 pau̯55 fu0 waŋ214 ɕɥe35 ɕjau̯51 ʂwai̯214
C8_734.wav,tiː3 ɛaː3 jaː3 taː3 thaː3 taː53,tɕje35 mu51 tan55 ʂaŋ51 hɤ51 ʐan35 in51 ʈʂɤ0 tʰɤ51 jau̯55 ʈʂʊŋ55 jaŋ55 ɥe51 tʰwan35 pai̯214 y35 wei̯51 jɛn214 tsou̯51 jɛn214 ʈʂʰaŋ51 tɕja55 wei̯55 mjau̯51 tɤ0 pi51 kʰai̯55 lɤ0 mau̯35 twən51
A19_166.wav,maː3 lː3 thaː3 3 aːŋ thaŋ t ɔ53,man214 njɛn35 sz̩51 tɕi51 ʈʂʐ̩214 jau̯51 jou̯214 jaŋ35 kwaŋ55 pai̯35 tʰjɛn55 ta51 pu51 fən0 ʂʐ̩35 tɕjɛn55 tʰa55 tou̯55 ʈʂau̯51 tɕjou̯51 tɕɥɛn214 tɕʰy55 tsai̯51 ɥɛn51 tɕʰjaŋ35 wai̯51 na51 kɤ0 pʰwo51 njɛn214 pʰan35 ʂaŋ51
B33_274.wav,puː3 ruː3 phuŋ3 saː3 wu ː53,kʊŋ51 hɤ35 taŋ214 je214 hau̯35 pu51 ʂʐ̩51 ʐwo51 tɕʰjaŋ35 tjau̯51 ʐəŋ35 jau̯51 pa214 pʰiŋ35 həŋ35 y51 swan51 wən51 tʰi35 y214 ʈʂəŋ51 fu214 lin35 ʂʐ̩35 pwo55 kʰwan214 kwa51 kou̯55 tsai̯51 tsʰz̩51 pʰwo51 ʂʐ̩214 pai̯35 kʊŋ55 ʐaŋ51 pu51
A19_89.wav,pʰɕuː3 wɔːs kaː3 tɔːo3 hɤɔ3,tsai̯51 saŋ55 tsʰan35 ʂəŋ55 ʈʂʰan214 ʈʂʰu51 y35 pu51 tɕiŋ214 tɕʰi51 tɤ0 ɕiŋ35 ʂʐ̩51 ɕja51 kwaŋ214 ɕi55 jʊŋ214 fu35 ɕjɛn51 san55 hwaŋ35 ɕjaŋ55 tsʰan35 nʊŋ35 tɕin55 njɛn35 tɕʰɥe51 tɕi55 tɕi35 hu51 li214 saŋ55 mjau̯35 fa55 ʈʂan214 jaŋ214 tsʰan35
C23_519.wav,tiɕ kuː3 ŋ3 saː3 kaː b51,iŋ55 kwo35 kʰɤ55 ɕɥe35 tɕja55 tswei̯51 tɕin51 fa55 ɕjɛn51 hwan51 fəŋ55 njou̯35 piŋ51 tɤ0 njou̯35 tɤ0 hou̯51 tai̯51 je214 hən214 kʰɤ214 nəŋ35 hwan51 fəŋ55 njou̯35 piŋ51 iŋ55 kwo35 hwan51 fəŋ55 njou̯35 piŋ51 tɤ0 njou̯35 pi214 ɥɛn35 ɕjɛn55 ʐən51 wei̯35 tɤ0 jau̯51 two55
A2_146.wav,phuː3 ŋhaː3 sa3 t53 naː53,wo214 ɕin55 li214 i35 ʈʂən51 tʰan214 tʰɤ51 ɕjaŋ214 ɕjaŋ51 kai̯55 tsən214 jaŋ51 tsʰai̯35 faŋ214 pan51 je51 jʊŋ51 ja35 ʂwa55 piŋ214 ʈʂʰwo55 ʐən35 tɕja0 jɛn214 tɕiŋ0 tɤ0 ʐən35 pu51 tsʰəŋ35 jou̯214 kwo51 pan51 tjɛn214 tɕiŋ55 jɛn51
B32_331.wav,buː3uː3 ta43 kaːŋ3 51,ou̯55 jaŋ35 ɕjou̯55 y214 tʰaŋ35 tai̯51 tɤ0 han35 y51 i35 jaŋ51 ʐən51 wei̯35 nei̯51 ʐʊŋ35 twei̯51 wən35 ʈʂaŋ55 tɕʰi214 tɕɥe35 tiŋ51 tswo51 jʊŋ51 nei̯51 ʐʊŋ35 jou̯51 tʰʊŋ55 kwo51 wən35 ʈʂaŋ55 lai̯35 pjau̯214 ɕjɛn51
C7_610.wav,miːuː3 thaːŋ3 khɔŋ3 tha3 thɔː13,i55 tɕjou̯214 tɕjou̯214 san55 njɛn35 tʰai̯35 wan55 ʈʂʰa35 in214 ljau̯51 ɕjau̯55 ʂou̯51 ɤ35 ta35 u214 i51 mei̯214 ɥɛn35 ʂʐ̩51 kɤ51 lei̯51 in214 ljau̯51 ʈʂʊŋ55 tsəŋ55 fu35 tswei̯51 kʰwai̯51 tɤ0 ʈʂʰan35 pʰin214
C13_555.wav,juː3 ja21 ʔaː3 taː t51,jou̯214 tɤ0 tan55 wei̯51 an51 njɛn35 ʐən35 tɕyn55 ɥe51 ʂou̯55 ʐu51 tɕjɛn214 tɕʰy51 fei̯51 jʊŋ51 pa55 pai̯214 ɥɛn35 hou̯51 tɤ0 y35 ɤ35 wei̯35 iŋ55 na51 ʂwei̯51 swo214 tɤ35 ɤ35
C4_580.wav,tiː3uː3 paŋkaː1 3 r3 waː k53,i51 faŋ55 mjɛn51 ly214 hɤ35 ly214 tsʰai̯35 tɕin214 tɕʰɥe55 aɚ̯35 fei̯51 ja35 kau̯55 pʰi35 tɕʰɥe51 mei̯35 ʐən35 hwei̯35 ʂou̯55 təŋ214 y35 mei̯214 njɛn35 pai̯35 pai̯35 ʐəŋ55 tjau̯51 i35 wan51 twən55 tɤ0 ly214
D6_774.wav,pouː3 saː1 sɔː3 waː t haː3 51,ɕjaŋ51 ʈʂaŋ55 waŋ35 tsʰwən55 pa55 ʂʐ̩35 njɛn35 tai̯51 sz̩51 pai̯214 hu51 jʊŋ55 jou̯214 kəŋ55 njou̯35 tɕʰi55 pai̯214 two55 tʰou̯35 aɚ̯35 tɕin55 u35 pai̯214 u214 ʂʐ̩35 two55 nʊŋ35 hu51 tɕin214 jʊŋ55 jou̯214 kəŋ55 njou̯35 ʂʐ̩35 i51 tʰou̯35
A34_210.wav,piː luː s3 tɔː3 tuɔː1 wɔː o51,ʈʂʐ̩214 ɥɛn35 tʰu55 wei̯35 tau̯214 u35 faŋ55 ɕjaŋ55 tɕjaŋ55 swən214 ʂʐ̩55 wei̯55 i214 tswən55 i51 ʈʂəŋ51 tɕʰɥe51 tswo51 tɕɥe35 tsʰɤ51 jʊŋ35 məŋ214 fei̯55 ʂa55 tɕʰjɛn55 ku214 sʊŋ51
C18_737.wav,kɔʔː3 paː5 thaː3 waː3 ta1 wa45 taː51,tɕjou̯214 aɚ̯35 tɕjou̯214 ʈʂʐ̩55 ʈʂɤ51 ɕje55 kwan55 njɛn51 tsau̯51 ʈʂʰəŋ35 i51 ɕje55 ti51 faŋ55 tɤ0 nʊŋ35 min35 ɥe51 tɕʰjʊŋ35 ɥe51 ʂəŋ55 ɥe51 ʂəŋ55 ɥe51 tɕʰjʊŋ35 ɤ51 ɕiŋ51 ɕyn35 hwan35
B32_287.wav,kaː3 wuːn3 thaː34 wa3 saː1n3 taːaː5 tɔː14,ta51 hwei̯51 ʈʂʐ̩214 ʐɤ51 nau̯0 tʰou̯35 ljaŋ214 tʰjɛn55 ɥe51 hou̯51 ɥe51 sʊŋ55 kʰwa214 tswei̯51 ʈʂʊŋ55 ʈʂʰu55 pən214 lwən51 wən35 tɕi35 tɕjou̯51 swan51 ɥɛn35 man214 wan35 ʈʂʰəŋ35 ʐən51 u0
C22_644.wav,w͡ɕuː3 wː3 kɔoŋ3 ɔː3ɔ3 tɔ a51,nan35 ʂwo55 ʂʐ̩51 kwo51 kʰɤ51 ɕin55 fu35 i51 tsau̯51 ɕiŋ51 tɕʰiŋ35 kwai̯55 ʈʂaŋ55 tsən214 nai̯51 ʂʐ̩51 tʰa55 ɕjaŋ55 tɤ0 ʂan55 kəŋ51 tɕʰiŋ55 tsʰwei̯51 ljou̯214 kəŋ51 nən51 ly51 ʂwei̯214 kəŋ51 kan55 tʰjɛn35
A11_161.wav,tou luː3 haːɔ3 thɤː14,ʈʂu51 hwa35 u214 kwan55 tʰwan35 tʰwan35 ʈʂaŋ214 ʈʂa55 i55 aɚ̯214 ʈʂu51 hwa35 u214 kwan55 mwo51 kʰu51 ta35 ʂaŋ51 ɕjau̯51 tai̯51 pjau̯214 ɥe55 u214 ʂʐ̩35 kɤ51 kwo35 tɕja55 tɤ0 ʈʂu51 hwa35 u214 kwan55 ʈʂʐ̩51 tsʰz̩35
A6_17.wav,kuː3 ɔː3 jaː3 sa21 moː14 naː3 taː45 it̚51,u214 ɥe51 aɚ̯51 ʂʐ̩0 tɕjou̯214 ʐʐ̩51 je51 wan214 au̯51 ta51 li51 ja51 ʂou̯214 tu55 kʰan55 pʰei̯35 la55 tɤ0 hwaŋ35 tɕja55 tɕy51 ɥɛn51 ʐɤ51 lje51 aɚ̯35 ʈʂʰʊŋ55 man214 ʈʂɤ0 ʈʂən55 tɕʰiŋ35
A19_38.wav,phu lɛː3 sa214 ʔaː3 naː3 kaː51,sz̩51 pai̯214 aɚ̯51 ʂʐ̩35 san55 mi214 kʰwa51 tɕiŋ51 tɤ0 ʈʂu214 tɕʰjau̯35 hɤ35 lʊŋ35 u51 ʈʂʰa55 pu51 tsu35 ljaŋ214 hau̯35 mi214 pi214 ɕjau̯214 mi214 li51 hai̯35 ɕjau̯214
C19_664.wav,t͡ɕuː3 kaŋ3 kɔː3 khɔŋ nɔ4ɔ51,tɕja55 liŋ35 tɕjaŋ55 ʈʂʰʊŋ35 tɕʰiŋ51 haŋ35 tau̯51 twan51 tsʰʊŋ35 tɕʰy51 njɛn35 ʂʐ̩35 ɥe0 tɕʰi214 pjɛn51 tʰiŋ35 ʈʂʐ̩214 haŋ35 tau̯51 ʂu55 tɕyn51 aɚ̯35 lwan51 wa55 lwan51 tsʰai̯214 ɕjɛn51 ɕjaŋ51 tɕʰɥe51 kəŋ51 tɕja55 jɛn35 ʈʂʊŋ51
A19_80.wav,thːluː3 tpɔː haː3 khɤː3 thaː ɔːk51,kʰɤ214 fa55 ʈʂan214 ʈʂʰwən35 mjɛn35 tɕʰɥɛn35 sɤ51 pei̯51 tʰau̯51 in51 hwa55 pei̯51 tan55 kou̯55 pjɛn55 tsʰu51 ʐʊŋ35 ʈʂʰwaŋ35 ʈʂau̯51 ʈʂʰwaŋ35 wei̯35 ʈʂən214 tʰau̯51 pʰei̯51 tʰau̯51 tɕjɛn51 təŋ214
A32_22.wav,kaː3 jaw3 paː3 saː waː1 taː51,aɚ̯35 ɥe55 han51 ni51 tɕʰɥe51 pʰjɛn55 pʰjɛn55 jau̯51 ʂəŋ55 hwo35 tsai̯51 ʈʂɤ51 jaŋ51 tɤ0 ʂʐ̩51 tɕje51 li214 pu51 ʈʂʐ̩55 tɕʰi35 ku51 an55 tsai̯51 tan51 ɥɛn51 tʰa55 tsou̯214 yn51 tan51 ɥɛn51 u55 aɚ̯214 tsʰz̩35 tsou̯214 yn51
D12_934.wav,piː3 mɔː3 kaː3 nɔta53,yn51 tʊŋ51 ɥɛn35 tsʰwən55 pi51 ɕy55 jʊŋ51 tʰje214 lan35 kan0 wei̯35 tɕʰi214 lai̯0 jou̯214 u214 ʈʂwaŋ55 tɕiŋ214 wei̯51 ʈʂan51 kaŋ214 i214 pau̯214 ʈʂəŋ51 yn51 tʊŋ51 ɥɛn35 tɕɥe35 twei̯51 an55 tɕʰɥɛn35
B33_454.wav,tiː3 ka thuː3 kɔː ɔː3 naː 51,tɕi55 nwo51 tsu35 nan35 tsz̩214 ʈʂʰwan55 pai̯35 sɤ51 u35 liŋ214 mjɛn35 pu51 ʂaŋ51 i55 i55 pei̯51 hou̯51 ɕjou̯51 jou̯214 ɥɛn35 ɕiŋ35 tsʰai̯214 sɤ51 kwaŋ55 maŋ35 tʰu35 an51 ɕja51 ʈʂʰwan55 mjɛn35 pu51 pai̯35 kʰu51
C12_559.wav,jɔː3 saː1 k3a3 saː5 n51,jau̯51 ʈʂʐ̩55 tau̯51 tɕi35 ɕiŋ51 ɕin55 tɕi55 kəŋ214 sɤ51 ʂʐ̩51 pi51 ɕy55 ʈʂu51 ɥɛn51 ʈʂʐ̩51 ljau̯35 tɤ0 tau̯51 i55 ɥɛn51 ɥe51 tsau̯214 ɥe51 hau̯214 ɥe51 wan214 sz̩214 waŋ35 ly51 ɥe51 kau̯55
B4_497.wav,mɔː3 l uː3 lɔː3 wh ɛ51,nʊŋ35 min35 kwo51 pʰa51 lɤ0 tɕʰɥe55 ʈʂʰʐ̩55 ʂau̯214 ʈʂʰwan55 tɤ0 tɕʰjʊŋ35 ʐʐ̩51 tsz̩0 je214 pu35 ɥɛn51 kwo51 na51 ʈʂʊŋ214 swei̯55 ʐan35 fu51 y0 tɕʰɥe51 pu51 wən35 miŋ35 tɤ0 ʐʐ̩51 tsz̩0
C23_536.wav,t͡ː3 3 ta43 kaːt̚tuː51,tɕin51 ʐʐ̩51 wo214 ɕjɛn51 nan35 hɤ35 tjɛn51 ʈʂan51 kʰu51 tɕʰy55 y35 lei̯51 ta51 ljaŋ51 sz̩214 waŋ35 ɥɛn35 in55 ʂʐ̩51 ʂaŋ51 jou̯35 pau̯214 kʰaŋ55 ɕjɛn51 pʰai̯35 faŋ51 tɤ0 kʊŋ55 je51 fei̯51 ʂwei̯214 ta51 ljaŋ51 ljou̯35 ʐu51
C4_608.wav,buːuː3 puː3 jaː3 a51,ʈʂʰu35 tɕja55 jʊŋ51 kɤ51 tʰi214 tsʰan55 in214 jʊŋ51 piŋ55 kwei̯51 wai̯51 ʂaŋ55 je51 jʊŋ51 ləŋ214 tsʰaŋ35 ləŋ214 tʊŋ51 ʈʂʰən35 lje51 kwei̯51 təŋ214 ʈʂwan55 je51 jʊŋ51 ʈʂʰan35 pʰin214 je35 jou̯214 ɕjaŋ55 taŋ55 ta51 tɤ0 ʂʐ̩51 ʈʂʰaŋ214
